"","model1_ASC","model1_DES","model2_ASC","model2_DES","model3_ASC","model3_DES","model4_ASC","model4_DES"
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella",0.993059764925698,0.841957589057259,0.916503932531163,0.778827597714815,0.94877591409675,0.784475665170305,0.903272733944688,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella--__",0.993059764925698,0.841957589057259,0.916503932531163,0.778827597714815,0.94877591409675,0.784475665170305,0.903272733944688,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelotrichaceae_UCG-003",0.993059764925698,0.773984728843074,0.969007959568816,0.778827597714815,0.94877591409675,0.98877063331828,0.94213480324154,0.909000650055035
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes",0.558868494282357,0.667134050289177,0.510302265752177,0.492358125838216,0.900357450465493,0.784475665170305,0.917647270504764,0.792202131727337
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes--__",0.558868494282357,0.667134050289177,0.510302265752177,0.492358125838216,0.900357450465493,0.784475665170305,0.917647270504764,0.792202131727337
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelotrichaceae_UCG-003--__",0.993059764925698,0.773984728843074,0.971593788948509,0.778827597714815,0.94877591409675,0.988568640363634,0.94213480324154,0.907166439875029
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Tannerellaceae--g__Parabacteroides--s__Parabacteroides_merdae",0.993059764925698,0.835953372220621,0.98187369357347,0.778827597714815,0.94877591409675,0.982898660337453,0.969354201091453,0.995452655496735
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister",0.993059764925698,0.760796314278448,0.989803132481253,0.767794447617285,0.94877591409675,0.965982511566446,0.94213480324154,0.898417001000881
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae--g__Bacteroides--s__Bacteroides_massiliensis_B84634_=_Timone_84634_=_DSM_17679_=_JCM_13223",0.517744850821231,0.369259979987102,0.510302265752177,0.341373242045325,0.42378410503866,0.236315880798362,0.536604665485781,0.307632251618843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__",0.993059764925698,0.773984728843074,0.948574476450962,0.797511729834244,0.94877591409675,0.964864622335289,0.837768464465458,0.692104516817238
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__--__",0.993059764925698,0.773984728843074,0.948574476450962,0.797511729834244,0.94877591409675,0.964864622335289,0.837768464465458,0.692104516817238
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister--__",0.955469835996735,0.879965860049204,0.948574476450962,0.809757632936375,0.94877591409675,0.819107485377177,0.903272733944688,0.792202131727337
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Alloprevotella",0.481050817104437,0.292944298837545,0.595218021084561,0.481851724961237,0.654128269696307,0.435280454436762,0.744561135254674,0.507392826663038
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5",0.655095210882267,0.283670942763047,0.595218021084561,0.283308048069396,0.830373891670765,0.195926951359003,0.806232106983391,0.1707957406022
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae",0.517744850821231,0.432264854621297,0.533048642659642,0.456552736098608,0.654128269696307,0.362703163880816,0.806232106983391,0.34882514980914
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales",0.917245860079151,0.753292133584509,0.916503932531163,0.777927100784802,0.962626123330773,0.663026878237942,0.929863525365955,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea",0.859973054413077,0.736047223709348,0.692804565910114,0.659715786546456,0.94877591409675,0.693122066614431,0.94213480324154,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea--__",0.859973054413077,0.736047223709348,0.692804565910114,0.659715786546456,0.94877591409675,0.693122066614431,0.94213480324154,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila",0.915335264728371,0.900058352954353,0.767892486044446,0.820468413355453,0.94877591409675,0.964864622335289,0.9224676382307,0.955680834813607
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella",0.37864598611519,0.384836078045007,0.429616853237597,0.444315104560994,0.623580886829129,0.568663779990902,0.48234441953674,0.31363588700806
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria",0.655095210882267,0.639857622272695,0.624334955169326,0.506555957781312,0.855301292089393,0.678745012918443,0.832589932494211,0.800751702537584
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus",0.993059764925698,0.869355663744274,0.971593788948509,0.778827597714815,0.94877591409675,0.784475665170305,0.9224676382307,0.877879091730843
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae",0.662629601818477,0.542608095750543,0.595218021084561,0.419564570548423,0.749922261816441,0.482586920638507,0.536604665485781,0.326880985282157
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5--s__uncultured_organism",0.814644892238888,0.308745992134109,0.692804565910114,0.339074563600224,0.907485396255182,0.196297527603193,0.837768464465458,0.210065255489436
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus--s__uncultured_organism",0.993059764925698,0.869355663744274,0.971773743239112,0.779755606849747,0.94877591409675,0.784475665170305,0.9224676382307,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002",0.993059764925698,0.743998593758669,0.948574476450962,0.698921851691543,0.982120528283545,0.712698711580463,0.974817410519866,0.692104516817238
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002--__",0.993059764925698,0.743998593758669,0.948574476450962,0.698921851691543,0.982120528283545,0.712698711580463,0.974817410519866,0.692104516817238
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia--s__uncultured_bacterium",0.814644892238888,0.560325835668394,0.728491274813583,0.52605293816425,0.94877591409675,0.721807960463152,0.94213480324154,0.669286113694181
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella",0.517744850821231,0.355292922155171,0.510302265752177,0.283308048069396,0.555364084675072,0.375068755977474,0.39522695299267,0.236685933835359
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella--__",0.517744850821231,0.355541907053212,0.510302265752177,0.283308048069396,0.555364084675072,0.375068755977474,0.39522695299267,0.236685933835359
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Megasphaera--__",0.67114666811,0.736047223709348,0.595218021084561,0.676634042526349,0.623580886829129,0.663026878237942,0.435053182171374,0.51993789835443
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819",0.993059764925698,0.869355663744274,0.948574476450962,0.778827597714815,0.94877591409675,0.880606201213199,0.974817410519866,0.995452655496735
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819--__",0.993059764925698,0.869355663744274,0.948574476450962,0.778827597714815,0.94877591409675,0.880606201213199,0.974817410519866,0.995452655496735
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae",0.257502310595756,0.0677588735598754,0.207713659490597,0.0828961825022325,0.406800620467254,0.236315880798362,0.48234441953674,0.326880985282157
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae",0.867659589434613,0.783826297779966,0.915954318248487,0.778827597714815,0.94877591409675,0.690882331047478,0.94213480324154,0.751355278568583
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales",0.903703808335602,0.283670942763047,0.929605072060731,0.283308048069396,0.982120528283545,0.204457275859849,0.974817410519866,0.36577871903548
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XI",0.903703808335602,0.436801465475925,0.929605072060731,0.506555957781312,0.960893711465304,0.663026878237942,0.94213480324154,0.648785320288768
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor",0.814644892238888,0.773984728843074,0.76784966955755,0.778827597714815,0.94877591409675,0.941038520052736,0.94213480324154,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor--__",0.814644892238888,0.773984728843074,0.76784966955755,0.778827597714815,0.94877591409675,0.941038520052736,0.94213480324154,0.877879091730843
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--__",0.903703808335602,0.728917019895747,0.692804565910114,0.583925429640773,0.927489762121742,0.82988939102673,0.864885422506212,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--__",0.558868494282357,0.542608095750543,0.595218021084561,0.583925429640773,0.654128269696307,0.663026878237942,0.744561135254674,0.454326589069098
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Thiomonas",0.820280006731947,0.287254795838854,0.624334955169326,0.172915559324322,0.94877591409675,0.300476638545171,0.827016767918906,0.210065255489436
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus",0.921405310748665,0.614243264340896,0.943128652896191,0.481851724961237,0.94877591409675,0.663026878237942,0.9224676382307,0.680280362614556
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter",0.279404543441817,0.185752150016021,0.242271712762059,0.15618774884496,0.406800620467254,0.379537456640232,0.536604665485781,0.410163274922676
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus--__",0.942180384632749,0.639857622272695,0.948574476450962,0.481851724961237,0.94877591409675,0.663026878237942,0.9224676382307,0.711862050898725
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales",0.642194579199035,0.736047223709348,0.63716294774646,0.656529386387363,0.827826536156953,0.784475665170305,0.837768464465458,0.898417001000881
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Thiomonas--s__Thiomonas_sp._FB-Cd",0.642194579199035,0.412052235164738,0.552267014527971,0.283308048069396,0.804755791421785,0.375068755977474,0.536604665485781,0.210065255489436
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae",0.859262632949134,0.640573781236765,0.728491274813583,0.583925429640773,0.94877591409675,0.693122066614431,0.94213480324154,0.677157784886589
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus",0.859262632949134,0.652232383111997,0.736517024427977,0.583925429640773,0.94877591409675,0.693122066614431,0.94213480324154,0.648785320288768
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010",0.915335264728371,0.801675698588587,0.916503932531163,0.82133932173188,0.982120528283545,0.998630295631887,0.991959814461733,0.958318744689668
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Muribaculaceae",0.571423839591592,0.549850022923722,0.510302265752177,0.409597173807142,0.856118934494008,0.663026878237942,0.806232106983391,0.565959207486402
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Desulfovibrio",0.676588816155784,0.542608095750543,0.626639010258265,0.456552736098608,0.94877591409675,0.663026878237942,0.903272733944688,0.565959207486402
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7",0.859973054413077,0.561412186059462,0.792213634258449,0.49536688124211,0.94877591409675,0.663026878237942,0.9224676382307,0.627172971265215
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales",0.942180384632749,0.841957589057259,0.943128652896191,0.778827597714815,0.982120528283545,0.721807960463152,0.974817410519866,0.739985227664106
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae",0.942180384632749,0.841957589057259,0.943128652896191,0.778827597714815,0.982120528283545,0.721807960463152,0.974817410519866,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Phascolarctobacterium--__",0.369216185106357,0.116232396219479,0.256913906818833,0.0812384458312378,0.406800620467254,0.114513981036324,0.39522695299267,0.210065255489436
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus--__",0.942180384632749,0.736047223709348,0.943128652896191,0.709830661881292,0.982120528283545,0.784475665170305,0.979014626438772,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales",0.993059764925698,0.736047223709348,0.989803132481253,0.696687716377541,0.982120528283545,0.905090332197864,0.967645755779071,0.85832671842076
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7--__",0.859262632949134,0.577127710126671,0.76784966955755,0.49536688124211,0.927489762121742,0.663026878237942,0.917647270504764,0.627172971265215
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae",0.872486666240894,0.283670942763047,0.914145098599753,0.283308048069396,0.982120528283545,0.196297527603193,0.974817410519866,0.359156658689132
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3",0.917245860079151,0.869355663744274,0.914145098599753,0.820468413355453,0.962626123330773,0.663026878237942,0.974817410519866,0.563991477765844
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3--__",0.917245860079151,0.869355663744274,0.914145098599753,0.820468413355453,0.962626123330773,0.663026878237942,0.974817410519866,0.563991477765844
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--s__uncultured_delta_proteobacterium",0.993059764925698,0.718829168449063,0.948574476450962,0.618971108213337,0.981303178787663,0.678745012918443,0.967645755779071,0.692104516817238
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae--g__Rothia",0.712225753104823,0.283670942763047,0.728491274813583,0.283308048069396,0.94877591409675,0.196297527603193,0.974817410519866,0.359156658689132
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae--g__Rothia--__",0.712225753104823,0.283670942763047,0.728491274813583,0.283308048069396,0.94877591409675,0.196297527603193,0.974817410519866,0.359156658689132
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae--g__Geobacillus",0.903703808335602,0.773984728843074,0.931162137789751,0.778827597714815,0.94877591409675,0.678745012918443,0.94213480324154,0.749837522462659
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae--g__Geobacillus--__",0.903703808335602,0.773984728843074,0.931162137789751,0.778827597714815,0.94877591409675,0.678745012918443,0.94213480324154,0.749837522462659
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae",0.915335264728371,0.841957589057259,0.933291324112109,0.778827597714815,0.94877591409675,0.941038520052736,0.967645755779071,0.859324428080888
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group",0.915335264728371,0.841957589057259,0.943128652896191,0.778827597714815,0.94877591409675,0.941038520052736,0.967645755779071,0.863756924793811
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005",0.903703808335602,0.652232383111997,0.728491274813583,0.492358125838216,0.94877591409675,0.663026878237942,0.759712694710285,0.426527171388108
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005--__",0.903703808335602,0.640573781236765,0.728491274813583,0.492358125838216,0.94877591409675,0.663026878237942,0.759712694710285,0.426097473258203
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_9",0.774957273366378,0.292944298837545,0.63716294774646,0.268987281134001,0.94877591409675,0.375429227992583,0.917647270504764,0.471988630426763
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_9--__",0.774957273366378,0.292944298837545,0.63716294774646,0.268987281134001,0.94877591409675,0.375429227992583,0.917647270504764,0.471988630426763
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella",0.993059764925698,0.640573781236765,0.943128652896191,0.481851724961237,0.94877591409675,0.67294273511203,0.967645755779071,0.859324428080888
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces",0.917245860079151,0.841957589057259,0.943128652896191,0.778827597714815,0.963844770167864,0.721807960463152,0.974817410519866,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae",0.859262632949134,0.614243264340896,0.692804565910114,0.553357578544758,0.94877591409675,0.784475665170305,0.94213480324154,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas",0.859262632949134,0.639857622272695,0.692804565910114,0.572077278633449,0.94877591409675,0.794465148541165,0.94213480324154,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas--__",0.859262632949134,0.639857622272695,0.692804565910114,0.572077278633449,0.94877591409675,0.794465148541165,0.94213480324154,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Holdemanella",0.369216185106357,0.283670942763047,0.429616853237597,0.283308048069396,0.578481786763381,0.406885077182951,0.715606968031754,0.51993789835443
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter--__",0.369216185106357,0.147741422825575,0.305749794542836,0.0941298320584285,0.406800620467254,0.196297527603193,0.39522695299267,0.210065255489436
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI",0.993059764925698,0.283670942763047,0.972828329038064,0.283308048069396,0.982120528283545,0.21080445315744,0.967645755779071,0.260981074876733
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI--g__Gemella",0.993059764925698,0.283670942763047,0.972828329038064,0.283308048069396,0.982120528283545,0.21080445315744,0.967645755779071,0.260981074876733
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI--g__Gemella--__",0.993059764925698,0.287316709231371,0.997373631844567,0.283308048069396,0.968084954061556,0.216054352441644,0.94213480324154,0.266703134785533
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae",0.369216185106357,0.0937483251344644,0.510302265752177,0.15618774884496,0.804755791421785,0.195926951359003,0.837768464465458,0.210065255489436
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces--__",0.915335264728371,0.841957589057259,0.923327003503585,0.778827597714815,0.94877591409675,0.712698711580463,0.974817410519866,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae--g__Neisseria",0.400026594437928,0.0937483251344644,0.510302265752177,0.15618774884496,0.855301292089393,0.195926951359003,0.903272733944688,0.210065255489436
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae--g__Neisseria--__",0.400026594437928,0.0937483251344644,0.510302265752177,0.15618774884496,0.855301292089393,0.195926951359003,0.903272733944688,0.210065255489436
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Slackia",0.814644892238888,0.320049274146765,0.692804565910114,0.283308048069396,0.927489762121742,0.375068755977474,0.94213480324154,0.563991477765844
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--s__uncultured_bacterium",0.915335264728371,0.7517205069664,0.914145098599753,0.689926523727295,0.94877591409675,0.678745012918443,0.804366317610628,0.516422095569753
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus",0.915335264728371,0.901355268717907,0.916503932531163,0.884377086193805,0.94877591409675,0.960579367966857,0.974817410519866,0.85832671842076
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Sellimonas",0.903703808335602,0.753292133584509,0.914145098599753,0.709830661881292,0.94877591409675,0.787753585382046,0.94213480324154,0.711862050898725
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group--__",0.993059764925698,0.753292133584509,0.997373631844567,0.709830661881292,0.968084954061556,0.819107485377177,0.977500347123259,0.750485280044082
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1",0.942180384632749,0.719903035081142,0.948574476450962,0.649096654598709,0.94877591409675,0.984692692095948,0.903272733944688,0.914825069272863
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1--__",0.942180384632749,0.719903035081142,0.948574476450962,0.649096654598709,0.94877591409675,0.984692692095948,0.903272733944688,0.914825069272863
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__",0.993059764925698,0.728917019895747,0.969007959568816,0.656529386387363,0.94877591409675,0.663026878237942,0.974817410519866,0.711862050898725
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__",0.993059764925698,0.728917019895747,0.969007959568816,0.656529386387363,0.94877591409675,0.663026878237942,0.974817410519866,0.711862050898725
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__--__",0.993059764925698,0.728917019895747,0.969007959568816,0.656529386387363,0.94877591409675,0.663026878237942,0.974817410519866,0.711862050898725
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Paraprevotella",0.610079702037279,0.549850022923722,0.562263910395376,0.481851724961237,0.94877591409675,0.678745012918443,0.94213480324154,0.800751702537584
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group",0.479369508317712,0.283670942763047,0.510302265752177,0.237847232021861,0.459009988746804,0.202621815889427,0.39522695299267,0.210065255489436
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group--__",0.479369508317712,0.283670942763047,0.510302265752177,0.237847232021861,0.459009988746804,0.202621815889427,0.39522695299267,0.210065255489436
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales",0.517744850821231,0.728917019895747,0.524109770601009,0.52605293816425,0.94877591409675,0.663026878237942,0.974817410519866,0.627172971265215
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010--__",0.814644892238888,0.640573781236765,0.81053470726188,0.678535646930286,0.94877591409675,0.803984655741837,0.94213480324154,0.800751702537584
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae",0.465858693071329,0.736047223709348,0.510302265752177,0.54892440845049,0.94877591409675,0.663026878237942,0.974817410519866,0.622054828622539
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium",0.493028435408383,0.728917019895747,0.510302265752177,0.52605293816425,0.94877591409675,0.663026878237942,0.98944600021707,0.609038399641483
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium--__",0.493028435408383,0.728917019895747,0.510302265752177,0.532333499738675,0.94877591409675,0.663026878237942,0.98944600021707,0.609038399641483
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira",0.993059764925698,0.743105781641111,0.948574476450962,0.583925429640773,0.962626123330773,0.690882331047478,0.974817410519866,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira--__",0.993059764925698,0.743105781641111,0.948574476450962,0.583925429640773,0.962626123330773,0.690882331047478,0.974817410519866,0.877879091730843
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--__",0.993059764925698,0.841957589057259,0.989803132481253,0.778827597714815,0.962626123330773,0.965982511566446,0.974817410519866,0.915121802173865
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_2",0.878882403567746,0.608373815714283,0.728491274813583,0.481851724961237,0.94877591409675,0.678745012918443,0.917647270504764,0.556082752184183
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_2--__",0.878882403567746,0.608373815714283,0.728491274813583,0.481851724961237,0.94877591409675,0.678745012918443,0.917647270504764,0.556082752184183
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Clostridium_innocuum_group",0.942180384632749,0.736047223709348,0.943128652896191,0.689926523727295,0.978510399644572,0.745072747796388,0.974817410519866,0.800751702537584
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Clostridium_innocuum_group--__",0.942180384632749,0.736047223709348,0.943128652896191,0.689926523727295,0.978510399644572,0.745072747796388,0.974817410519866,0.800751702537584
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus--__",0.917245860079151,0.965269462144989,0.916503932531163,0.902918154706234,0.94877591409675,0.988568640363634,0.974817410519866,0.905875179206448
