"","model1_ASC","model1_DES","model2_ASC","model2_DES","model3_ASC","model3_DES","model4_ASC","model4_DES"
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Eubacterium_hallii_group",0.39557133785277,0.0644845940837363,0.194662497461618,0.0173423060227552,0.61142014593823,0.0783482402640984,0.61219781967883,0.129662114011296
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Eubacterium_hallii_group--__",0.39557133785277,0.0637167528233648,0.194662497461618,0.0171212549253356,0.61142014593823,0.0775538638015842,0.61219781967883,0.128365033495637
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia--__",0.517740594631741,0.237686807942611,0.32474608564565,0.132664238335336,0.514914312741335,0.273488602448216,0.497513808253797,0.268567864786172
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella",0.859487387750677,0.713146276838571,0.624976704543952,0.569901226507753,0.410342250049997,0.533013770258793,0.337012040277473,0.444205589272061
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella--__",0.851233678500023,0.704289814290455,0.618127378055569,0.562067869242333,0.402153769357738,0.525950334390815,0.328925068476108,0.438659745844763
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelotrichaceae_UCG-003",0.871814583875848,0.589469002352617,0.859487805566715,0.576755046808734,0.641333694125318,0.985661291704071,0.515338976789672,0.840396827409372
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes",0.166280488373639,0.308392155322355,0.0737064799244562,0.181096076849365,0.254581472641222,0.550505892985317,0.355812729244125,0.561567247576716
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes--__",0.166280488373639,0.308392155322355,0.0737064799244562,0.181096076849365,0.254581472641222,0.550505892985317,0.355812729244125,0.561567247576716
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelotrichaceae_UCG-003--__",0.884942829303774,0.594303049061441,0.874874442967962,0.582033342856608,0.626831698221023,0.980132481254589,0.503927090711075,0.835848323532653
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Tannerellaceae--g__Parabacteroides--s__Parabacteroides_merdae",0.948046170928945,0.680855105047613,0.919638902378121,0.622189046892164,0.752161371719081,0.943997835082359,0.777312331063901,0.986355125913372
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister",0.942879237690111,0.547869043930077,0.961262260136966,0.509448517129708,0.622031887133836,0.920417298756708,0.490209399844767,0.808274096570042
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae--g__Bacteroides--s__Bacteroides_massiliensis_B84634_=_Timone_84634_=_DSM_17679_=_JCM_13223",0.0974842799754091,0.0963791771664449,0.0866226678091709,0.0827399446510272,0.0439775958058987,0.0299345570871855,0.0496582490852191,0.0338588956184261
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__",0.982513898407849,0.602674328457646,0.803844044765749,0.697195788974591,0.493699653339941,0.891418790293727,0.252056519550872,0.329893114370548
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__--__",0.982513898407849,0.602674328457646,0.803844044765749,0.697195788974591,0.493699653339941,0.891418790293727,0.252056519550872,0.329893114370548
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister--__",0.772187886324405,0.810786154070493,0.817325177822527,0.718964337613391,0.389716692155508,0.615618518884105,0.337001436311484,0.564762327475649
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Alloprevotella",0.0816878746026402,0.0629236447482144,0.19096375104848,0.158405121848801,0.114556768471238,0.0900117917309139,0.14048323306692,0.11009466993632
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5",0.215940121988178,0.0430947552938352,0.192315349331826,0.0496428146173699,0.208899092244218,0.0133475684747804,0.172401834197706,0.00268546761953145
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae",0.120224598526232,0.123698433240686,0.142481555427892,0.132078601648202,0.0989150719924259,0.0547476473782365,0.169767010371934,0.0493620495012933
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales",0.63814956614543,0.523744008556544,0.59423936823713,0.538793122989185,0.825356168293256,0.279280504577882,0.450311267001123,0.433807749945952
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea",0.425607650663526,0.442091257007816,0.298472407326055,0.379647763955979,0.430627446165731,0.374705832020553,0.592761137570289,0.462856607007175
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea--__",0.425607650663526,0.442091257007816,0.298472407326055,0.379647763955979,0.430627446165731,0.374705832020553,0.592761137570289,0.462856607007175
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila",0.60492622903242,0.837790165014114,0.403264292985606,0.734547167773779,0.39947596110466,0.895988386701765,0.416198058989612,0.901585693220384
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella",0.046437715278278,0.101776764374283,0.0541356246021896,0.122356479500569,0.0862816321398794,0.152001324840335,0.0353412572679347,0.0359423701491511
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria",0.216305022461126,0.265601277169798,0.215869679344563,0.210266973385636,0.223239016488741,0.329085094552291,0.189118293276689,0.579730322130394
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus",0.957651166372952,0.789402911165375,0.883478284188409,0.667218532713204,0.368833929338029,0.566210468310019,0.40578869927421,0.733664731154455
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae",0.222960274825714,0.169222117032723,0.185505910353788,0.113467148009951,0.149787155680761,0.12026972024,0.0490697925734893,0.0452288155736318
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5--s__uncultured_organism",0.328006973700009,0.0701337233388814,0.286924741557431,0.076771599305711,0.261643354271222,0.0164506684648123,0.218866340421674,0.00412986870832412
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus--s__uncultured_organism",0.948501895167186,0.796841507071541,0.895848661312103,0.676769017265818,0.36420674238889,0.559938145277818,0.404179676181086,0.729113910563223
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002",0.854098203623169,0.458565170995909,0.783962940165515,0.432534921278223,0.915274059512881,0.403414365045545,0.941688305500462,0.344541121493342
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002--__",0.854098203623169,0.458565170995909,0.783962940165515,0.432534921278223,0.915274059512881,0.403414365045545,0.941688305500462,0.344541121493342
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia--s__uncultured_bacterium",0.316009761557039,0.188537309485906,0.351255359263169,0.221251549336062,0.693699293836604,0.424459398133992,0.606321134307987,0.305177630458038
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella",0.118166846306402,0.0904991405489586,0.0994928945806132,0.0615681782896554,0.0716035455084213,0.0607376001283192,0.0221716856894751,0.022088700194827
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella--__",0.118166846306402,0.0916806175420233,0.0994928945806132,0.0623634068077286,0.0716035455084213,0.0614075665740106,0.0221716856894751,0.0223288616825811
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Megasphaera--__",0.227936604263773,0.429071199358106,0.179597592541826,0.391511521461787,0.0848998019872924,0.248120410876386,0.0296737790058273,0.136907664560649
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819",0.911803274381999,0.780007932542648,0.77775306381211,0.65104703675065,0.780995087017127,0.689526947426257,0.952762487774008,0.995452655496735
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819--__",0.911803274381999,0.780007932542648,0.77775306381211,0.65104703675065,0.780995087017127,0.689526947426257,0.952762487774008,0.995452655496735
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae",0.0053778961280982,0.0044644842926478,0.00587868847614897,0.00625631566054585,0.0190792011888863,0.0289293081858449,0.0364033524178672,0.0433771005644429
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae",0.433829794717307,0.618680505480414,0.581516475706371,0.629202269052858,0.664704928421689,0.349982606931029,0.57900863904343,0.519805538632353
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales",0.536198337021181,0.0402601724330611,0.660083968250015,0.0573983212751356,0.960696456229915,0.0218602118843864,0.873960573589553,0.0608413442615323
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XI",0.537106980425876,0.127743824808997,0.660662724168947,0.210268510777149,0.818874829582067,0.240309666188437,0.653541457743617,0.28718638970989
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor",0.339577694973439,0.575190105599555,0.400827185995451,0.629375983415858,0.562657654864778,0.809747828214517,0.675492877795821,0.749561004937694
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor--__",0.339577694973439,0.575190105599555,0.400827185995451,0.629375983415858,0.562657654864778,0.809747828214517,0.675492877795821,0.749561004937694
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--__",0.494220873710964,0.384272138893023,0.273879118992121,0.277666806084642,0.303541167391944,0.62633161586923,0.271898986958808,0.436412340944467
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--__",0.166957569046616,0.171583431247432,0.185751860118577,0.273546210326994,0.117792976459434,0.215784689208531,0.138170707046997,0.0928654977656962
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Thiomonas",0.356309767613116,0.0487791162745223,0.216039935010406,0.0204407947276023,0.389238648125156,0.0442510305602314,0.179447034548442,0.00907387854890068
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus",0.657732721823733,0.243379406625638,0.728896719490751,0.163260710656038,0.514194367650133,0.262149801796166,0.417116201482363,0.318747717074116
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter",0.0126883593364639,0.0175237877373605,0.0113648149273011,0.0172457620899674,0.0373890281593006,0.0692238128463315,0.0555189492022055,0.0786791187744756
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus--__",0.720278109140523,0.261040146442372,0.769752886841961,0.159896329398403,0.536172281590023,0.275316385756212,0.429367554354535,0.382412092594908
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales",0.208006420306606,0.439243465835442,0.242650944436199,0.365090860310717,0.203051791887555,0.538198324736464,0.256786160721172,0.798521081710267
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Thiomonas--s__Thiomonas_sp._FB-Cd",0.206439092713829,0.115322795376295,0.156165179443956,0.0573088456784819,0.175253930735348,0.0641989736432262,0.0471793938087827,0.0157813035805368
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae",0.387085733671374,0.275922191691213,0.352791372079534,0.273560019659093,0.601166897019674,0.378209801948795,0.540488488423013,0.314332113041577
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus",0.397206311457618,0.289197377417584,0.358994147126844,0.28399700706512,0.595820433959803,0.373732856773742,0.51724346679284,0.289709168179261
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010",0.587317768204713,0.637811169002869,0.617015746237596,0.784660135301406,0.973003322180553,0.998630295631887,0.991959814461733,0.910101449359371
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Muribaculaceae",0.172505310065386,0.179724343076101,0.0929404829750141,0.106342820345323,0.226144624205964,0.271573331802422,0.170571484461612,0.193661532193909
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Desulfovibrio",0.231912518745222,0.168596633446686,0.226675637118962,0.135125462367584,0.451279566982739,0.223794886885558,0.337520974374337,0.191042034688408
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7",0.416761336921729,0.1906682896051,0.418527957721445,0.191298635867145,0.343047312126284,0.181574097394831,0.421050379468337,0.26320664885027
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales",0.753072916266154,0.725954644779863,0.701823332113193,0.636594504765964,0.936265711903528,0.42375155348932,0.872607535823661,0.48392380340134
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae",0.753072916266154,0.725954644779863,0.701823332113193,0.636594504765964,0.936265711903528,0.42375155348932,0.872607535823661,0.48392380340134
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Phascolarctobacterium--__",0.0380573057840902,0.00944232040280714,0.0145422966123868,0.00482733135759872,0.0107341865917969,0.00450761526872688,0.0188748401702044,0.0110157098397353
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus--__",0.738406023127716,0.438248709480313,0.732003745742489,0.454600035734158,0.966776793021384,0.543943797343799,0.966699977049605,0.426884235903733
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales",0.875844123344954,0.427144519779211,0.970873355433956,0.422832481952407,0.924286095799058,0.74781256932436,0.725756702891744,0.652629607246086
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7--__",0.384804545595898,0.199635371427465,0.386369080337063,0.195502193091766,0.304571111416639,0.183560764387525,0.383734448066977,0.264280434432512
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae",0.438987001882211,0.0358621755914682,0.558189845565827,0.0540319528318628,0.959217213732797,0.019135922502198,0.902886172170127,0.0576005962048608
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3",0.628186513732622,0.798276269853233,0.544852423584464,0.747537447593005,0.837033557683913,0.251232426809734,0.873810148778461,0.184450043042918
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3--__",0.628186513732622,0.798276269853233,0.544852423584464,0.747537447593005,0.837033557683913,0.251232426809734,0.873810148778461,0.184450043042918
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--s__uncultured_delta_proteobacterium",0.855953539546167,0.34874604347943,0.792497336893684,0.30753910408084,0.891813266256713,0.336371607817248,0.737697997762806,0.331544352340051
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae--g__Rothia",0.259805620629432,0.0379244618343431,0.334744295035448,0.0572167850458496,0.596711699770079,0.0183132995685207,0.82223084282346,0.0574325698606715
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae--g__Rothia--__",0.259805620629432,0.0379244618343431,0.334744295035448,0.0572167850458496,0.596711699770079,0.0183132995685207,0.82223084282346,0.0574325698606715
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae--g__Geobacillus",0.528972335855783,0.596715136556398,0.667625683698312,0.605221255287343,0.592572575184308,0.337054792197801,0.496368577719526,0.504607640902544
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae--g__Geobacillus--__",0.528972335855783,0.596715136556398,0.667625683698312,0.605221255287343,0.592572575184308,0.337054792197801,0.496368577719526,0.504607640902544
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae",0.594316717140033,0.729461841897905,0.672087148495827,0.671777424888828,0.611339755704063,0.812892568661771,0.737542250685812,0.680974075082968
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group",0.60706431563106,0.729877455782531,0.687401859724903,0.671577910188182,0.633780410304385,0.812539958199532,0.758718395924771,0.690322942139284
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005",0.519692258229027,0.287308151006236,0.342538855235667,0.182532910345721,0.431506834016811,0.18961003440714,0.148120085132194,0.0845006660297196
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005--__",0.519692258229027,0.277984848461237,0.342538855235667,0.177451772757676,0.431506834016811,0.185943184997469,0.148120085132194,0.0830756079937377
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_9",0.287562761815197,0.0632797068744701,0.239500061511138,0.0376770706238622,0.428188891222085,0.0667155873415992,0.375884008304049,0.0987638148445379
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_9--__",0.285521233826542,0.063742333262707,0.238171855712009,0.038064237896321,0.429697142857,0.0672939182250857,0.379176965996383,0.0994441454043809
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella",0.878719711865883,0.276239188083424,0.703673659478892,0.154586501777759,0.799617440361169,0.291009749456473,0.733325578775156,0.669278807690965
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces",0.628266000095152,0.705204465774858,0.716632077627758,0.627168435783204,0.842606434297692,0.419746379210051,0.883888492423369,0.4805636588591
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae",0.396443965202786,0.243313016286808,0.294759424820596,0.241876425841891,0.567279304644391,0.55915099775212,0.658153047405546,0.434389450566144
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas",0.396443965202786,0.264415197081101,0.294759424820596,0.260852847175629,0.567279304644391,0.58210811198142,0.658153047405546,0.459071382321543
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas--__",0.396443965202786,0.264415197081101,0.294759424820596,0.260852847175629,0.567279304644391,0.58210811198142,0.658153047405546,0.459071382321543
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Holdemanella",0.0441201730630238,0.0449723926831937,0.0547783794502369,0.0428823123201029,0.0764032548555409,0.075491256458472,0.130403394428962,0.142572500718667
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter--__",0.0387813204287295,0.012544083070096,0.0201999892554718,0.00740014402975067,0.0290840598909818,0.0185124007996975,0.0233190783859111,0.00991401578565603
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI",0.984629464787548,0.047190766978998,0.905525740236689,0.055495257994627,0.945597932321333,0.0238646550744272,0.707234036132316,0.0262622465284763
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI--g__Gemella",0.984629464787548,0.047190766978998,0.905525740236689,0.055495257994627,0.945597932321333,0.0238646550744272,0.707234036132316,0.0262622465284763
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI--g__Gemella--__",0.901387417557263,0.0504758180526945,0.997373631844567,0.0588195354167831,0.850017557435966,0.0251383994979271,0.674134858843778,0.0276767404022722
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae",0.0414460487090516,0.00707534529316713,0.0776437377056695,0.0172359212205297,0.189918057974586,0.0140958365547333,0.258180218608852,0.0139978379631343
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces--__",0.572537925953596,0.711507657528426,0.650393864103154,0.636152223560595,0.756191809250252,0.400400767736132,0.787183708216517,0.469424766766456
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae--g__Neisseria",0.0515757558866511,0.00683205501801758,0.0951987554174892,0.0166165085664538,0.22120635890397,0.0138389352902434,0.320913343870605,0.0138217534180221
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae--g__Neisseria--__",0.0515757558866511,0.00683205501801758,0.0951987554174892,0.0166165085664538,0.22120635890397,0.0138389352902434,0.320913343870605,0.0138217534180221
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Slackia",0.346109963495698,0.0754833193742369,0.273324922944324,0.0587456765410553,0.293638672437465,0.0618152878043167,0.60134775116318,0.180749559915607
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--s__uncultured_bacterium",0.589564118354693,0.465688490164719,0.559862818615845,0.416559410552329,0.435064893972108,0.324892003871956,0.164414498882676,0.131446185225076
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus",0.577813663856457,0.844666258106718,0.585155801558152,0.856566485999032,0.529664486091323,0.86693798303927,0.812063835440645,0.653192030999447
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Sellimonas",0.486644190271664,0.49766493782295,0.545444320788686,0.45712712026254,0.770366449674475,0.572236095041675,0.592773932860775,0.385032304259687
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group--__",0.927130279226007,0.509083115420502,0.993106964064287,0.458639668725342,0.854702425429284,0.613538211285426,0.961966465368124,0.513991196580109
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1",0.758484837943345,0.366743055607374,0.781233303891215,0.332713065093049,0.365742861928752,0.969210102597584,0.338017155155402,0.851535284606187
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1--__",0.758484837943345,0.366743055607374,0.781233303891215,0.332713065093049,0.365742861928752,0.969210102597584,0.338017155155402,0.851535284606187
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__",0.937692330773655,0.401133580131307,0.851310744354037,0.369555849570245,0.706835427104116,0.283418612132961,0.911017017971892,0.38317216372102
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__",0.937692330773655,0.401133580131307,0.851310744354037,0.369555849570245,0.706835427104116,0.283418612132961,0.911017017971892,0.38317216372102
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__--__",0.937692330773655,0.401133580131307,0.851310744354037,0.369555849570245,0.706835427104116,0.283418612132961,0.911017017971892,0.38317216372102
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Paraprevotella",0.189930473275757,0.179322973905209,0.162667546403694,0.160128137688843,0.383324324549464,0.327522063159437,0.595358231051449,0.589100854128871
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group",0.0798949180529519,0.0449050702737873,0.0866165936320195,0.0321617326318869,0.0508107172952449,0.0210267922149406,0.0213636624860447,0.00985170248855774
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group--__",0.0798949180529519,0.0449050702737873,0.0866165936320195,0.0321617326318869,0.0508107172952449,0.0210267922149406,0.0213636624860447,0.00985170248855774
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales",0.111050884704646,0.392170490130849,0.124311567606197,0.223324360541427,0.554666782571024,0.206088722207042,0.916596539903371,0.26134830188283
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010--__",0.324828358352963,0.276827840065732,0.438402420280011,0.396990825190454,0.621769846612182,0.591611350451541,0.671362308932409,0.591055418031585
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae",0.0747131866246471,0.410565280102306,0.0876683977678214,0.236486301753827,0.464489933102205,0.205482667612056,0.953359165634208,0.256255291036329
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium",0.0868226175561932,0.393434851660162,0.0993864246328711,0.222358838116453,0.484581339527815,0.195566440141017,0.986334534807582,0.239579766307351
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium--__",0.0868226175561932,0.400635580716146,0.0993864246328711,0.227664641397673,0.484581339527815,0.198189428660476,0.986334534807582,0.242586449998804
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira",0.969735246986735,0.45334126301376,0.794124519180108,0.28334999296795,0.838513950196931,0.36064926715057,0.82558975114305,0.755840804200931
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira--__",0.969735246986735,0.45334126301376,0.794124519180108,0.28334999296795,0.838513950196931,0.36064926715057,0.82558975114305,0.755840804200931
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--__",0.914040582125119,0.708641560793587,0.97112760167972,0.654375055031818,0.833461875835564,0.916599477056325,0.874176052693378,0.854689230332194
