"","model1_ASC_t","model1_DES_t","model2_ASC_t","model2_DES_t","model3_ASC_t","model3_DES_t","model4_ASC_t","model4_DES_t","model1_ASC_P","model1_DES_P","model2_ASC_P","model2_DES_P","model3_ASC_P","model3_DES_P","model4_ASC_P","model4_DES_P","model1_ASC_FDR","model1_DES_FDR","model2_ASC_FDR","model2_DES_FDR","model3_ASC_FDR","model3_DES_FDR","model4_ASC_FDR","model4_DES_FDR"
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--__",0.684054039585814,0.53884624785628,0.561872946689423,0.546005994467899,0.373279965679489,0.687868349261606,0.661363258832517,0.965029471587258,0.494845866200989,0.590681685158605,0.574934024276574,0.58577343687773,0.709419218619254,0.492507427039869,0.509348803921094,0.336023656569967,0.903703808335602,0.773984728843074,0.914145098599753,0.778827597714815,0.94877591409675,0.76398713072526,0.94213480324154,0.692104516817238
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--__--__",0.684054039585814,0.53884624785628,0.561872946689423,0.546005994467899,0.373279965679489,0.687868349261606,0.661363258832517,0.965029471587258,0.494845866200989,0.590681685158605,0.574934024276574,0.58577343687773,0.709419218619254,0.492507427039869,0.509348803921094,0.336023656569967,0.903703808335602,0.773984728843074,0.914145098599753,0.778827597714815,0.94877591409675,0.76398713072526,0.94213480324154,0.692104516817238
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelotrichaceae_UCG-003",0.16159070707742,0.540608214607065,0.177291791879172,0.559202682633966,-0.466695048448524,-0.0179992989765162,-0.652024202003382,-0.201722051499148,0.871814583875848,0.589469002352617,0.859487805566715,0.576755046808734,0.641333694125318,0.985661291704071,0.515338976789672,0.840396827409372,0.993059764925698,0.773984728843074,0.969007959568816,0.778827597714815,0.94877591409675,0.98877063331828,0.94213480324154,0.909000650055035
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Rikenellaceae",-0.833455109685609,0.54077942400604,-0.478283689438117,0.948071671048155,-0.621737815835235,0.632548351514447,-0.0771387265435586,1.1581713894919,0.405724218513172,0.589351228343193,0.633055660501906,0.344430858479992,0.534972386094881,0.527909552771753,0.93861140258099,0.248564114909521,0.859973054413077,0.773984728843074,0.916503932531163,0.656529386387363,0.94877591409675,0.784475665170305,0.974817410519866,0.617526472978341
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--__",-1.52354377444486,0.541038078321921,-1.49879605214981,0.422055806095815,-1.32923781522797,0.202368698600851,-1.56098249069889,0.307106119621467,0.12942775846372,0.589173322217905,0.13575966838507,0.673514431986082,0.185604521182585,0.839879324079394,0.120541366140774,0.759172170521955,0.517744850821231,0.773984728843074,0.524634760798373,0.778827597714815,0.804755791421785,0.941038520052736,0.691676710879827,0.877879091730843
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--__--__",-1.52354377444486,0.541038078321921,-1.49879605214981,0.422055806095815,-1.32923781522797,0.202368698600851,-1.56098249069889,0.307106119621467,0.12942775846372,0.589173322217905,0.13575966838507,0.673514431986082,0.185604521182585,0.839879324079394,0.120541366140774,0.759172170521955,0.517744850821231,0.773984728843074,0.524634760798373,0.778827597714815,0.804755791421785,0.941038520052736,0.691676710879827,0.877879091730843
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--__--__--__",-1.52354377444486,0.541038078321921,-1.49879605214981,0.422055806095815,-1.32923781522797,0.202368698600851,-1.56098249069889,0.307106119621467,0.12942775846372,0.589173322217905,0.13575966838507,0.673514431986082,0.185604521182585,0.839879324079394,0.120541366140774,0.759172170521955,0.517744850821231,0.773984728843074,0.524634760798373,0.778827597714815,0.804755791421785,0.941038520052736,0.691676710879827,0.877879091730843
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--__--__--__--__",-1.52354377444486,0.541038078321921,-1.49879605214981,0.422055806095815,-1.32923781522797,0.202368698600851,-1.56098249069889,0.307106119621467,0.12942775846372,0.589173322217905,0.13575966838507,0.673514431986082,0.185604521182585,0.839879324079394,0.120541366140774,0.759172170521955,0.517744850821231,0.773984728843074,0.524634760798373,0.778827597714815,0.804755791421785,0.941038520052736,0.691676710879827,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor",0.957615626447471,0.561483977373948,0.842232875138763,0.483476439953938,0.580071547405579,0.241139998732393,0.419405819999234,0.319782601903739,0.339577694973439,0.575190105599555,0.400827185995451,0.629375983415858,0.562657654864778,0.809747828214517,0.675492877795821,0.749561004937694,0.814644892238888,0.773984728843074,0.76784966955755,0.778827597714815,0.94877591409675,0.941038520052736,0.94213480324154,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor--__",0.957615626447471,0.561483977373948,0.842232875138763,0.483476439953938,0.580071547405579,0.241139998732393,0.419405819999234,0.319782601903739,0.339577694973439,0.575190105599555,0.400827185995451,0.629375983415858,0.562657654864778,0.809747828214517,0.675492877795821,0.749561004937694,0.814644892238888,0.773984728843074,0.76784966955755,0.778827597714815,0.94877591409675,0.941038520052736,0.94213480324154,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister",0.071754480280366,0.602133596023178,0.0486404598438518,0.661083417590753,-0.493902486449352,-0.100062024005459,-0.691600970930669,-0.243065332051495,0.942879237690111,0.547869043930077,0.961262260136966,0.509448517129708,0.622031887133836,0.920417298756708,0.490209399844767,0.808274096570042,0.993059764925698,0.760796314278448,0.989803132481253,0.767794447617285,0.94877591409675,0.965982511566446,0.94213480324154,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Faecalitalea--__",0.448847588721206,0.602370502898808,0.417290732566191,0.493168699176923,0.519822737242814,0.630549024413887,0.544709968943196,0.488389171280898,0.65409691604952,0.547711731658862,0.676986155592985,0.622526124445025,0.603883813587714,0.529213108285364,0.586725883789033,0.625960018403057,0.921405310748665,0.760796314278448,0.936006945558996,0.778827597714815,0.94877591409675,0.784475665170305,0.94213480324154,0.832867304820804
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Porphyromonadaceae",0.827514877673603,0.621081804710777,0.488241085538012,0.358202781535245,-0.0738046287960371,-0.128244031815919,-0.24314688591769,-0.278456604490908,0.40907229580302,0.535358560346223,0.626000939074192,0.720633365160359,0.941255240901126,0.89811298179637,0.80820900065511,0.781030626651318,0.859973054413077,0.753292133584509,0.916503932531163,0.809757632936375,0.982120528283545,0.964864622335289,0.974817410519866,0.893409134083162
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Porphyromonadaceae--g__Porphyromonas",0.827514877673603,0.621081804710777,0.488241085538012,0.358202781535245,-0.0738046287960371,-0.128244031815919,-0.24314688591769,-0.278456604490908,0.40907229580302,0.535358560346223,0.626000939074192,0.720633365160359,0.941255240901126,0.89811298179637,0.80820900065511,0.781030626651318,0.859973054413077,0.753292133584509,0.916503932531163,0.809757632936375,0.982120528283545,0.964864622335289,0.974817410519866,0.893409134083162
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales--f__Beijerinckiaceae--g__Methylobacterium",0.625592595169038,0.623764041074497,0.849275000182642,0.752348627641293,0.824743452239518,0.246429060192668,0.77258771237718,-0.0898029368144412,0.532397191089866,0.533599427887929,0.396908794280566,0.452875813528389,0.410707959520356,0.805658287155822,0.440927927707756,0.928559008513108,0.903703808335602,0.753292133584509,0.76784966955755,0.709830661881292,0.94877591409675,0.941038520052736,0.9224676382307,0.968136933466125
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales--f__Beijerinckiaceae--g__Methylobacterium--__",0.625592595169038,0.623764041074497,0.849275000182642,0.752348627641293,0.824743452239518,0.246429060192668,0.77258771237718,-0.0898029368144412,0.532397191089866,0.533599427887929,0.396908794280566,0.452875813528389,0.410707959520356,0.805658287155822,0.440927927707756,0.928559008513108,0.903703808335602,0.753292133584509,0.76784966955755,0.709830661881292,0.94877591409675,0.941038520052736,0.9224676382307,0.968136933466125
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--__",0.52858427495645,0.631459535246251,0.679682677528323,0.902325285242131,0.685465027051068,1.09889856802126,0.446957523968008,0.923012043295443,0.597763594839052,0.528568778523554,0.497619121326329,0.36815332892498,0.494012435041419,0.273422915237656,0.655521691171778,0.357426324304337,0.915335264728371,0.753292133584509,0.874594955524981,0.656529386387363,0.94877591409675,0.663026878237942,0.94213480324154,0.693058360541337
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--__--__",0.52858427495645,0.631459535246251,0.679682677528323,0.902325285242131,0.685465027051068,1.09889856802126,0.446957523968008,0.923012043295443,0.597763594839052,0.528568778523554,0.497619121326329,0.36815332892498,0.494012435041419,0.273422915237656,0.655521691171778,0.357426324304337,0.915335264728371,0.753292133584509,0.874594955524981,0.656529386387363,0.94877591409675,0.663026878237942,0.94213480324154,0.693058360541337
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--__--__--__",0.52858427495645,0.631459535246251,0.679682677528323,0.902325285242131,0.685465027051068,1.09889856802126,0.446957523968008,0.923012043295443,0.597763594839052,0.528568778523554,0.497619121326329,0.36815332892498,0.494012435041419,0.273422915237656,0.655521691171778,0.357426324304337,0.915335264728371,0.753292133584509,0.874594955524981,0.656529386387363,0.94877591409675,0.663026878237942,0.94213480324154,0.693058360541337
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--__--__--__--__",0.52858427495645,0.631459535246251,0.679682677528323,0.902325285242131,0.685465027051068,1.09889856802126,0.446957523968008,0.923012043295443,0.597763594839052,0.528568778523554,0.497619121326329,0.36815332892498,0.494012435041419,0.273422915237656,0.655521691171778,0.357426324304337,0.915335264728371,0.753292133584509,0.874594955524981,0.656529386387363,0.94877591409675,0.663026878237942,0.94213480324154,0.693058360541337
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales",-0.471109098144829,0.638875506127143,-0.533698224396062,0.615879247045847,0.221012230878848,1.08552897761635,0.756787665052552,0.784720064329766,0.63814956614543,0.523744008556544,0.59423936823713,0.538793122989185,0.825356168293256,0.279280504577882,0.450311267001123,0.433807749945952,0.917245860079151,0.753292133584509,0.916503932531163,0.777927100784802,0.962626123330773,0.663026878237942,0.929863525365955,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales--f__Beijerinckiaceae",0.662912594105993,0.643180570639354,0.886540879237901,0.728959710962851,0.86273285418765,0.518063908905185,0.800391171268514,0.323871436153704,0.508258734922637,0.520953656169064,0.376564004342977,0.467023513629442,0.389536585587788,0.605111870074186,0.424693673072402,0.74646917110707,0.903703808335602,0.753292133584509,0.75789464165232,0.710590800641926,0.94877591409675,0.811922256048908,0.9224676382307,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--g__Family_XIII_AD3011_group",-1.34354585550612,0.645380606305985,-1.69672955843862,0.517368030132063,-1.309067697065,0.930324490545166,-1.55565066019817,0.719715358015324,0.180834828465346,0.51953067743412,0.091556711711737,0.605567869839746,0.192331572792628,0.35357050012086,0.121804703802737,0.472777140667244,0.58679056583653,0.753292133584509,0.510302265752177,0.778827597714815,0.804755791421785,0.690882331047478,0.691676710879827,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Megasphaera",0.181868430273825,0.652040536539313,-0.237610198111191,0.297616975349113,-1.04573779379893,-0.358257461195032,-1.10239605680249,-0.384698147647766,0.855896469277315,0.515235412039601,0.812466239165064,0.766356780562661,0.297211656312373,0.720611366986495,0.271976547957928,0.700985010001097,0.993059764925698,0.753292133584509,0.948574476450962,0.82133932173188,0.927489762121742,0.891651419072784,0.864885422506212,0.867366666071396
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group--__",-0.0915878251114078,0.661630753272627,-0.00865181389840283,0.74277071130996,-0.183408840788272,0.505997029388589,-0.0477621997060755,0.654130013855654,0.927130279226007,0.509083115420502,0.993106964064287,0.458639668725342,0.854702425429284,0.613538211285426,0.961966465368124,0.513991196580109,0.993059764925698,0.753292133584509,0.997373631844567,0.709830661881292,0.968084954061556,0.819107485377177,0.977500347123259,0.750485280044082
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Tannerellaceae",0.823283713358155,0.665486624957323,0.860303572195311,0.718271851878721,0.113952896767255,0.243906161850506,0.0605701605130992,0.0573134645441795,0.411467177099905,0.506620490096862,0.390819299582827,0.473569907067878,0.909413671528559,0.80760834902514,0.951778572500735,0.954368839980251,0.859973054413077,0.753292133584509,0.76784966955755,0.717120144988501,0.982120528283545,0.941038520052736,0.974817410519866,0.978997713270064
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Sellimonas--__",0.561511372569316,0.666793569262368,0.173635465956197,0.508846904591565,0.283102686422939,0.666889704355827,0.632833211129154,1.02053188935434,0.575167351624231,0.505787221068273,0.862356140119418,0.611515454798126,0.777452990575334,0.50577976032795,0.527763212849572,0.30905630635342,0.915335264728371,0.753292133584509,0.969007959568816,0.778827597714815,0.94877591409675,0.773259441270615,0.94213480324154,0.673150037125941
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Acetobacterales",0.0385651370261448,0.672287904551356,0.0918291330291635,0.517975455136389,-0.314362267143238,0.606409369067092,-0.469053517991197,0.760807717004907,0.96928105709787,0.502292169529336,0.926940660206015,0.60514489813896,0.753643045406173,0.54508143188937,0.639682070850542,0.447920368358698,0.993059764925698,0.753292133584509,0.98187369357347,0.778827597714815,0.94877591409675,0.784475665170305,0.94213480324154,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Acetobacterales--f__Acetobacteraceae",0.0385651370261448,0.672287904551356,0.0918291330291635,0.517975455136389,-0.314362267143238,0.606409369067092,-0.469053517991197,0.760807717004907,0.96928105709787,0.502292169529336,0.926940660206015,0.60514489813896,0.753643045406173,0.54508143188937,0.639682070850542,0.447920368358698,0.993059764925698,0.753292133584509,0.98187369357347,0.778827597714815,0.94877591409675,0.784475665170305,0.94213480324154,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Sellimonas",0.697133701534917,0.679593553167402,0.605802766365259,0.745277504451198,0.292376035046051,0.565898747840055,0.535917596740207,0.871110686758478,0.486644190271664,0.49766493782295,0.545444320788686,0.45712712026254,0.770366449674475,0.572236095041675,0.592773932860775,0.385032304259687,0.903703808335602,0.753292133584509,0.914145098599753,0.709830661881292,0.94877591409675,0.787753585382046,0.94213480324154,0.711862050898725
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Holdemania",-0.274027890428581,0.684862217543732,-0.0434986999262757,0.828459175699581,-0.246548078527374,0.773774382553037,-0.226382959994995,1.30529953133399,0.784386369189075,0.494342144692706,0.965354457640052,0.408565320752514,0.805564455365165,0.440178182229109,0.821198048801678,0.193712785826184,0.966801803884208,0.753292133584509,0.989803132481253,0.687427365075659,0.94877591409675,0.744556712493918,0.974817410519866,0.565959207486402
"d__Bacteria--p__Firmicutes--c__Clostridia",0.513590765411762,0.699986385341606,1.2407483174893,1.27281910831493,0.531505194945416,0.629133625381808,0.513314547928999,0.778992170205645,0.60818596626567,0.484870627815728,0.216388438072599,0.204810039680794,0.595783559836701,0.530136942337795,0.608452888878644,0.437164408024936,0.915335264728371,0.753292133584509,0.624334955169326,0.500996866296096,0.94877591409675,0.784475665170305,0.94213480324154,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales",0.513428237578975,0.701605143835831,1.24059151562276,1.27430283095523,0.531516408344147,0.630280346420731,0.513181884417707,0.779999480909804,0.608299389894852,0.483862786642128,0.216446243111132,0.20428515466763,0.595775808878601,0.529388411430027,0.608545461415061,0.436573012508989,0.915335264728371,0.753292133584509,0.624334955169326,0.500996866296096,0.94877591409675,0.784475665170305,0.94213480324154,0.739985227664106
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Tannerellaceae--g__Parabacteroides--__",1.17276750980839,0.710940098226521,1.18944265285387,0.785957893842541,0.425562275265664,0.436920467038636,0.290457707876706,0.249421772623401,0.242482944624275,0.478073257666528,0.23590489593928,0.432979889255453,0.670981378729155,0.662743766306182,0.771849408889262,0.803362658885135,0.690836932612636,0.753292133584509,0.63716294774646,0.698921851691543,0.94877591409675,0.870055866463552,0.967645755779071,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002",-0.184163777983826,0.742865000890727,-0.274587185894845,0.786719680929504,-0.106551720308684,0.837707138726813,0.0732652458832116,0.948107501037767,0.854098203623169,0.458565170995909,0.783962940165515,0.432534921278223,0.915274059512881,0.403414365045545,0.941688305500462,0.344541121493342,0.993059764925698,0.743998593758669,0.948574476450962,0.698921851691543,0.982120528283545,0.712698711580463,0.974817410519866,0.692104516817238
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002--__",-0.184163777983826,0.742865000890727,-0.274587185894845,0.786719680929504,-0.106551720308684,0.837707138726813,0.0732652458832116,0.948107501037767,0.854098203623169,0.458565170995909,0.783962940165515,0.432534921278223,0.915274059512881,0.403414365045545,0.941688305500462,0.344541121493342,0.993059764925698,0.743998593758669,0.948574476450962,0.698921851691543,0.982120528283545,0.712698711580463,0.974817410519866,0.692104516817238
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira",0.037994660423253,0.751542965740247,0.261363995423691,1.07620862636384,0.204116569061758,0.91669358764946,-0.220729624246426,0.311494245947642,0.969735246986735,0.45334126301376,0.794124519180108,0.28334999296795,0.838513950196931,0.36064926715057,0.82558975114305,0.755840804200931,0.993059764925698,0.743105781641111,0.948574476450962,0.583925429640773,0.962626123330773,0.690882331047478,0.974817410519866,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira--__",0.037994660423253,0.751542965740247,0.261363995423691,1.07620862636384,0.204116569061758,0.91669358764946,-0.220729624246426,0.311494245947642,0.969735246986735,0.45334126301376,0.794124519180108,0.28334999296795,0.838513950196931,0.36064926715057,0.82558975114305,0.755840804200931,0.993059764925698,0.743105781641111,0.948574476450962,0.583925429640773,0.962626123330773,0.690882331047478,0.974817410519866,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Peptococcaceae",0.0266333509285398,0.762665139535482,0.240878238933481,1.01834423875796,0.66335927837611,1.05700351113371,1.02464549637122,1.35078912230908,0.978782519026419,0.446695803801794,0.809936376760483,0.309953005668229,0.508026210634556,0.292064486316665,0.307106648390268,0.178719057018154,0.993059764925698,0.73983992504672,0.948574476450962,0.619906011336457,0.94877591409675,0.67294273511203,0.903272733944688,0.563991477765844
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea",0.798595151074246,0.77042729940971,1.04286926311719,0.88082702359681,0.790058719716542,0.890119092625034,0.535936153838055,0.735965928971426,0.425607650663526,0.442091257007816,0.298472407326055,0.379647763955979,0.430627446165731,0.374705832020553,0.592761137570289,0.462856607007175,0.859973054413077,0.736047223709348,0.692804565910114,0.659715786546456,0.94877591409675,0.693122066614431,0.94213480324154,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea--__",0.798595151074246,0.77042729940971,1.04286926311719,0.88082702359681,0.790058719716542,0.890119092625034,0.535936153838055,0.735965928971426,0.425607650663526,0.442091257007816,0.298472407326055,0.379647763955979,0.430627446165731,0.374705832020553,0.592761137570289,0.462856607007175,0.859973054413077,0.736047223709348,0.692804565910114,0.659715786546456,0.94877591409675,0.693122066614431,0.94213480324154,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Clostridium_innocuum_group",0.397657713746177,0.772463717088018,0.343286447756464,0.814852359480923,0.147241685045292,0.731775625243379,-0.0661721122908513,0.533758205589639,0.691367148623958,0.44088779736929,0.731802204398475,0.416290232869969,0.883121021062869,0.465349913331992,0.947324987697704,0.594268559115943,0.942180384632749,0.736047223709348,0.943128652896191,0.689926523727295,0.978510399644572,0.745072747796388,0.974817410519866,0.800751702537584
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Clostridium_innocuum_group--__",0.397657713746177,0.772463717088018,0.343286447756464,0.814852359480923,0.147241685045292,0.731775625243379,-0.0661721122908513,0.533758205589639,0.691367148623958,0.44088779736929,0.731802204398475,0.416290232869969,0.883121021062869,0.465349913331992,0.947324987697704,0.594268559115943,0.942180384632749,0.736047223709348,0.943128652896191,0.689926523727295,0.978510399644572,0.745072747796388,0.974817410519866,0.800751702537584
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales",1.26373377271321,0.775251352569996,1.17241701195564,0.908123803191703,1.27797903126875,0.616835925504022,1.13816327039973,0.25569773649227,0.208006420306606,0.439243465835442,0.242650944436199,0.365090860310717,0.203051791887555,0.538198324736464,0.256786160721172,0.798521081710267,0.642194579199035,0.736047223709348,0.63716294774646,0.656529386387363,0.827826536156953,0.784475665170305,0.837768464465458,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus--__",0.334495781898125,0.776940697813721,0.343018058559042,0.749476231761011,-0.0417144199073214,0.608128073311167,-0.0418141587992777,0.796616905276464,0.738406023127716,0.438248709480313,0.732003745742489,0.454600035734158,0.966776793021384,0.543943797343799,0.966699977049605,0.426884235903733,0.942180384632749,0.736047223709348,0.943128652896191,0.709830661881292,0.982120528283545,0.784475665170305,0.979014626438772,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Ruminococcus_torques_group",0.170433418803601,0.80076132245183,0.0727183566979173,0.613084733822877,-0.75759110212462,0.180374068558964,0.0927304107781537,0.372463334183997,0.864866174051824,0.424361864028972,0.942114733303631,0.54063487192906,0.449776391390322,0.857081604885406,0.926235960120689,0.710053431742365,0.993059764925698,0.736047223709348,0.981952969638911,0.777927100784802,0.94877591409675,0.952978847390067,0.974817410519866,0.871803055189468
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Ruminococcus_torques_group--__",0.170433418803601,0.80076132245183,0.0727183566979173,0.613084733822877,-0.75759110212462,0.180374068558964,0.0927304107781537,0.372463334183997,0.864866174051824,0.424361864028972,0.942114733303631,0.54063487192906,0.449776391390322,0.857081604885406,0.926235960120689,0.710053431742365,0.993059764925698,0.736047223709348,0.981952969638911,0.777927100784802,0.94877591409675,0.952978847390067,0.974817410519866,0.871803055189468
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Megasphaera--s__uncultured_organism",0.583809422293391,0.831552395810227,0.17604024615406,0.477305158502122,-0.581610292300563,-0.151280664840274,-0.500239800356516,-0.115916997246488,0.560100262855817,0.406801343199468,0.860469416472509,0.633754315105544,0.561622942634759,0.879940246161906,0.617606695721503,0.907867407395907,0.913394274811025,0.735016063280857,0.969007959568816,0.778827597714815,0.94877591409675,0.964864622335289,0.94213480324154,0.958318744689668
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Clostridiaceae_1--__",0.754514404184091,0.84776291266225,1.05943916228363,1.06928085568005,1.00178740790249,1.03828253363168,0.871641909325291,0.894761280408876,0.451554528798138,0.397734656673062,0.290885326686674,0.286450198169858,0.317913157456823,0.300666924933883,0.384734725471419,0.372293156704868,0.878882403567746,0.728917019895747,0.692804565910114,0.583925429640773,0.927489762121742,0.678099873255141,0.917647270504764,0.708917507976935
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Clostridiaceae_1--__--__",0.754514404184091,0.84776291266225,1.05943916228363,1.06928085568005,1.00178740790249,1.03828253363168,0.871641909325291,0.894761280408876,0.451554528798138,0.397734656673062,0.290885326686674,0.286450198169858,0.317913157456823,0.300666924933883,0.384734725471419,0.372293156704868,0.878882403567746,0.728917019895747,0.692804565910114,0.583925429640773,0.927489762121742,0.678099873255141,0.917647270504764,0.708917507976935
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Corynebacteriales--f__Nocardiaceae",0.0616420237873491,0.873193300046633,0.150117661208287,0.831862433469732,0.279035940699628,0.856235492805094,0.32491038005122,0.942746068016103,0.9509182544937,0.383761180553461,0.88084767791329,0.406646755512137,0.780566673070975,0.393116853782925,0.745681441537422,0.347268498050064,0.993059764925698,0.728917019895747,0.971593788948509,0.687427365075659,0.94877591409675,0.706277737304915,0.967645755779071,0.692104516817238
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria",0.491605739098619,0.894001529118829,0.352288414483063,0.91665615342802,0.0851247338355455,0.958199721098531,0.23991061705144,0.895242190860555,0.623614120015721,0.372555967406008,0.725053254089805,0.360613807457505,0.932265427178904,0.339372506459221,0.810712497692979,0.372036885298422,0.917245860079151,0.726826979356506,0.943128652896191,0.656529386387363,0.982120528283545,0.678745012918443,0.974817410519866,0.708917507976935
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1",-0.307952317225907,0.904950231991925,-0.278147385577424,0.971416318492718,-0.906974624322475,0.0386579686809825,-0.96102536719533,0.187470600182697,0.758484837943345,0.366743055607374,0.781233303891215,0.332713065093049,0.365742861928752,0.969210102597584,0.338017155155402,0.851535284606187,0.942180384632749,0.719903035081142,0.948574476450962,0.649096654598709,0.94877591409675,0.984692692095948,0.903272733944688,0.914825069272863
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1--__",-0.307952317225907,0.904950231991925,-0.278147385577424,0.971416318492718,-0.906974624322475,0.0386579686809825,-0.96102536719533,0.187470600182697,0.758484837943345,0.366743055607374,0.781233303891215,0.332713065093049,0.365742861928752,0.969210102597584,0.338017155155402,0.851535284606187,0.942180384632749,0.719903035081142,0.948574476450962,0.649096654598709,0.94877591409675,0.984692692095948,0.903272733944688,0.914825069272863
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Rikenellaceae--g__Alistipes--__",-0.483114157726973,0.90896841951441,-0.157172397602534,1.28962411689726,-0.389057913072806,0.85978622304576,0.154861164172312,1.39787574064082,0.629618538027779,0.364624094230924,0.875293329356634,0.198922698592919,0.6977349326838,0.391161970742017,0.877129679142201,0.164134882889376,0.917245860079151,0.719903035081142,0.971593788948509,0.498089906712978,0.94877591409675,0.706277737304915,0.974817410519866,0.556082752184183
