"","model1_ASC_t","model1_DES_t","model2_ASC_t","model2_DES_t","model3_ASC_t","model3_DES_t","model4_ASC_t","model4_DES_t","model1_ASC_P","model1_DES_P","model2_ASC_P","model2_DES_P","model3_ASC_P","model3_DES_P","model4_ASC_P","model4_DES_P","model1_ASC_FDR","model1_DES_FDR","model2_ASC_FDR","model2_DES_FDR","model3_ASC_FDR","model3_DES_FDR","model4_ASC_FDR","model4_DES_FDR"
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Coprobacter",-2.21741450114563,-1.92058250345909,-2.0733206131312,-1.70869853566037,-2.36584300138782,-2.04419983519439,-2.04743079177412,-1.77098300164753,0.0278825193287339,0.0564195409025642,0.039633132820997,0.0893211682002518,0.0191500306382153,0.0425329867253502,0.042282486126123,0.0785163453578174,0.354665645861496,0.287316709231371,0.358844977182231,0.350668289971359,0.406800620467254,0.300476638545171,0.536604665485781,0.410163274922676
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group--s__uncultured_prokaryote",-2.03735109220378,-1.84047571080871,-1.94726297043422,-1.89605582741941,-1.69814888153363,-1.72966831034177,-1.57898776525978,-1.57073455774409,0.0431208802612428,0.0674016939491867,0.0531316453320112,0.0596392086366819,0.0913646878548886,0.0855710105262902,0.116351538779661,0.118270388666354,0.369216185106357,0.30188364332171,0.429616853237597,0.283308048069396,0.631608059518578,0.431929862656512,0.691676710879827,0.513667533556772
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Butyricimonas",-1.8380077072662,-1.79788527220271,-1.5979101252062,-1.54197860260303,-1.65002769805999,-1.35921738613091,-1.22983175178809,-1.10270921973424,0.067756664832884,0.0739289287310097,0.111898453245973,0.124927321313008,0.100839612119735,0.175943846557514,0.220599842846033,0.271851705344978,0.448920350610237,0.317694585627853,0.514548704953511,0.446369530084682,0.654128269696307,0.650583060526621,0.837768464465458,0.631013447443087
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Clostridiaceae_1--g__Clostridium_sensu_stricto_1",-1.62680563690271,-1.74461547749434,-1.52717138620939,-1.73599427660188,-0.958369298734134,-1.24922767972255,-1.15653899371608,-1.50961114900066,0.105577648548964,0.0828174969726023,0.128555226751191,0.0843660639302967,0.339278741397814,0.213361856270262,0.249217521770385,0.133165446027421,0.517744850821231,0.34202550697776,0.524109770601009,0.341373242045325,0.94877591409675,0.663026878237942,0.837768464465458,0.516422095569753
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Clostridiaceae_1--g__Clostridium_sensu_stricto_1--__",-1.62680563690271,-1.74461547749434,-1.52717138620939,-1.73599427660188,-0.958369298734134,-1.24922767972255,-1.15653899371608,-1.50961114900066,0.105577648548964,0.0828174969726023,0.128555226751191,0.0843660639302967,0.339278741397814,0.213361856270262,0.249217521770385,0.133165446027421,0.517744850821231,0.34202550697776,0.524109770601009,0.341373242045325,0.94877591409675,0.663026878237942,0.837768464465458,0.516422095569753
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Butyricimonas--__",-1.23185639910495,-1.71270865903374,-1.05584418999886,-1.47562511992733,-1.26519269980448,-1.31367235120308,-0.84967595979174,-1.06562653512071,0.219655395419872,0.0885474638061389,0.292520188366578,0.141883512162412,0.207586083669679,0.190791237608935,0.396799082291342,0.288239009049533,0.658966186259615,0.352320386562007,0.692804565910114,0.458399149423033,0.830373891670765,0.663026878237942,0.921037285902532,0.648785320288768
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Faecalibacterium",-2.06959224303222,-1.71223951978131,-1.75752072207867,-1.47255530739892,-2.22812702913001,-2.16344363835586,-1.73523260299535,-1.81422264754814,0.039959900898444,0.0886340595124546,0.0806081360800951,0.142709169160001,0.0272237446365992,0.0319546631268225,0.0846618747300222,0.0715648918267924,0.369216185106357,0.352320386562007,0.510302265752177,0.458399149423033,0.406800620467254,0.236315880798362,0.641094183358242,0.406386350016428
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Faecalibacterium--__",-2.06949485561576,-1.71223951978131,-1.75741484116599,-1.47255530739892,-2.22806170310861,-2.16344363835586,-1.73517100103063,-1.81422264754814,0.039969142064766,0.0886340595124546,0.0806262291156178,0.142709169160001,0.0272281891429627,0.0319546631268225,0.0846728166699565,0.0715648918267924,0.369216185106357,0.352320386562007,0.510302265752177,0.458399149423033,0.406800620467254,0.236315880798362,0.641094183358242,0.406386350016428
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella",-2.00561813923196,-1.64499219016873,-1.93901851913663,-1.5526462671181,-1.72565490079858,-1.43919447676317,-2.1227716729809,-2.11588415836241,0.046437715278278,0.101776764374283,0.0541356246021896,0.122356479500569,0.0862816321398794,0.152001324840335,0.0353412572679347,0.0359423701491511,0.37864598611519,0.384836078045007,0.429616853237597,0.444315104560994,0.623580886829129,0.568663779990902,0.48234441953674,0.31363588700806
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Enterococcaceae",-1.58957576924596,-1.62255268335703,-1.53513776970916,-1.60889691180693,-1.10083053427607,-1.15205307709279,-1.29164562495683,-1.46383905794753,0.113735419317381,0.106495518452706,0.126587419133378,0.109483521300651,0.272573767293519,0.250975880210397,0.19837816601281,0.145250050780728,0.517744850821231,0.384836078045007,0.524109770601009,0.409597173807142,0.927489762121742,0.663026878237942,0.832589932494211,0.51993789835443
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Enterococcaceae--g__Enterococcus",-1.63208173473131,-1.62255268335703,-1.576808613881,-1.60889691180693,-1.14270095828918,-1.15205307709279,-1.32236849441368,-1.46383905794753,0.104460402924477,0.106495518452706,0.116677018668468,0.109483521300651,0.254818146358158,0.250975880210397,0.187968648365849,0.145250050780728,0.517744850821231,0.384836078045007,0.514548704953511,0.409597173807142,0.900357450465493,0.663026878237942,0.832589932494211,0.51993789835443
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Enterococcaceae--g__Enterococcus--__",-1.63208173473131,-1.62255268335703,-1.576808613881,-1.60889691180693,-1.14270095828918,-1.15205307709279,-1.32236849441368,-1.46383905794753,0.104460402924477,0.106495518452706,0.116677018668468,0.109483521300651,0.254818146358158,0.250975880210397,0.187968648365849,0.145250050780728,0.517744850821231,0.384836078045007,0.514548704953511,0.409597173807142,0.900357450465493,0.663026878237942,0.832589932494211,0.51993789835443
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Veillonella--__",0.0554681333557165,-1.56287168852226,0.272188364383402,-1.29729429608742,0.289358523573402,-1.18477733135395,0.112391499816133,-1.27768657220413,0.95582879266606,0.119899696054796,0.785803653136553,0.196277443511025,0.772670291935691,0.237819575692509,0.910656567155162,0.203258048777045,0.993059764925698,0.423645592726945,0.948574476450962,0.49536688124211,0.94877591409675,0.663026878237942,0.974817410519866,0.587600541010004
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Veillonella",0.0568082290895829,-1.53732231483661,0.26535681601551,-1.2820875398728,0.341275532384528,-1.12533479775866,0.183280249027982,-1.21273506422437,0.954762768147948,0.126030860139933,0.791052366551075,0.201547390735167,0.7333303697935,0.26209138908621,0.854814610545756,0.227064422139867,0.993059764925698,0.435628407874986,0.948574476450962,0.500719298857681,0.94877591409675,0.663026878237942,0.974817410519866,0.609038399641483
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Enterobacteriales--f__Enterobacteriaceae--__",-1.70473767899757,-1.42878676736771,-1.58476808441196,-1.33317661853528,-1.05333721162629,-0.733241801086498,-1.20027612330811,-0.792876705785605,0.0900179591783672,0.154858226195375,0.11485589626056,0.18424722319103,0.29372652976501,0.464457778518997,0.231840076143971,0.429053853362581,0.493546741702082,0.518367536106624,0.514548704953511,0.492358125838216,0.927489762121742,0.745072747796388,0.837768464465458,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Enterobacteriales--f__Enterobacteriaceae--__--__",-1.70473767899757,-1.42878676736771,-1.58476808441196,-1.33317661853528,-1.05333721162629,-0.733241801086498,-1.20027612330811,-0.792876705785605,0.0900179591783672,0.154858226195375,0.11485589626056,0.18424722319103,0.29372652976501,0.464457778518997,0.231840076143971,0.429053853362581,0.493546741702082,0.518367536106624,0.514548704953511,0.492358125838216,0.927489762121742,0.745072747796388,0.837768464465458,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--__",-1.38781591488505,-1.37279297364883,-1.32856390603171,-1.09846389021675,-1.57231554796873,-1.24261181616873,-1.49022748201405,-1.69083397564425,0.166957569046616,0.171583431247432,0.185751860118577,0.273546210326994,0.117792976459434,0.215784689208531,0.138170707046997,0.0928654977656962,0.558868494282357,0.542608095750543,0.595218021084561,0.583925429640773,0.654128269696307,0.663026878237942,0.744561135254674,0.454326589069098
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Muribaculaceae",-1.36979688573475,-1.34702355066947,-1.68947375490582,-1.62341464427945,-1.21488761907808,-1.10316109615804,-1.37667922246837,-1.30545048827665,0.172505310065386,0.179724343076101,0.0929404829750141,0.106342820345323,0.226144624205964,0.271573331802422,0.170571484461612,0.193661532193909,0.571423839591592,0.549850022923722,0.510302265752177,0.409597173807142,0.856118934494008,0.663026878237942,0.806232106983391,0.565959207486402
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--__",-1.51380837253894,-1.27270441728579,-1.56485839281225,-1.34519501493564,-1.35313709820607,-1.1717250338498,-1.43065455053136,-1.19466558387596,0.131878405397861,0.204820911832822,0.119454094968073,0.180343488460547,0.177862869609576,0.24300691092152,0.154516551764756,0.234030905774103,0.517744850821231,0.581545088953904,0.514548704953511,0.492358125838216,0.804755791421785,0.663026878237942,0.76775411658113,0.609038399641483
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--__--__",-1.51380837253894,-1.27270441728579,-1.56485839281225,-1.34519501493564,-1.35313709820607,-1.1717250338498,-1.43065455053136,-1.19466558387596,0.131878405397861,0.204820911832822,0.119454094968073,0.180343488460547,0.177862869609576,0.24300691092152,0.154516551764756,0.234030905774103,0.517744850821231,0.581545088953904,0.514548704953511,0.492358125838216,0.804755791421785,0.663026878237942,0.76775411658113,0.609038399641483
"d__Bacteria--p__Firmicutes--c__Bacilli",-1.58253928245024,-1.19673499349112,-1.37716425947073,-1.15464981716655,-1.56987741272751,-0.815892744390887,-1.5200111447771,-0.844477361130237,0.115332090985374,0.233037877695582,0.170251083772355,0.249844888148455,0.118359334518595,0.415744912515212,0.130519509892584,0.399695910859027,0.517744850821231,0.608373815714283,0.575955794038391,0.559511791769075,0.654128269696307,0.721807960463152,0.715606968031754,0.734701154064571
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia--__",-0.648145114173778,-1.18486457306749,-0.987579022838397,-1.51088198358097,-0.652612519128729,-1.09874755256229,-0.679987501025224,-1.11032418660616,0.517740594631741,0.237686807942611,0.32474608564565,0.132664238335336,0.514914312741335,0.273488602448216,0.497513808253797,0.268567864786172,0.903703808335602,0.609551652627018,0.728491274813583,0.456552736098608,0.94877591409675,0.663026878237942,0.94213480324154,0.631013447443087
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae",-0.850076692366472,-1.17071793724202,-1.05094224726343,-1.17437824153619,-0.573215317800189,-0.585299255503901,-0.443308267826557,-0.783725588988278,0.396443965202786,0.243313016286808,0.294759424820596,0.241876425841891,0.567279304644391,0.55915099775212,0.658153047405546,0.434389450566144,0.859262632949134,0.614243264340896,0.692804565910114,0.553357578544758,0.94877591409675,0.784475665170305,0.94213480324154,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas",-0.850076692366472,-1.11962859508917,-1.05094224726343,-1.12811217937755,-0.573215317800189,-0.551402736247375,-0.443308267826557,-0.742217913845199,0.396443965202786,0.264415197081101,0.294759424820596,0.260852847175629,0.567279304644391,0.58210811198142,0.658153047405546,0.459071382321543,0.859262632949134,0.639857622272695,0.692804565910114,0.572077278633449,0.94877591409675,0.794465148541165,0.94213480324154,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas--__",-0.850076692366472,-1.11962859508917,-1.05094224726343,-1.12811217937755,-0.573215317800189,-0.551402736247375,-0.443308267826557,-0.742217913845199,0.396443965202786,0.264415197081101,0.294759424820596,0.260852847175629,0.567279304644391,0.58210811198142,0.658153047405546,0.459071382321543,0.859262632949134,0.639857622272695,0.692804565910114,0.572077278633449,0.94877591409675,0.794465148541165,0.94213480324154,0.739985227664106
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella",-0.152815647715107,-1.09223641077288,-0.380999688927723,-1.42984333244096,-0.254252022013903,-1.05932442753796,-0.341311333144672,-0.427948525382521,0.878719711865883,0.276239188083424,0.703673659478892,0.154586501777759,0.799617440361169,0.291009749456473,0.733325578775156,0.669278807690965,0.993059764925698,0.640573781236765,0.943128652896191,0.481851724961237,0.94877591409675,0.67294273511203,0.967645755779071,0.859324428080888
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010--__",-0.987362039574593,-1.09089402699669,-0.776700322724449,-0.849139566784719,-0.494274346043557,-0.537557344737902,-0.425077360732248,-0.53841872562862,0.324828358352963,0.276827840065732,0.438402420280011,0.396990825190454,0.621769846612182,0.591611350451541,0.671362308932409,0.591055418031585,0.814644892238888,0.640573781236765,0.81053470726188,0.678535646930286,0.94877591409675,0.803984655741837,0.94213480324154,0.800751702537584
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--g__Eubacterium_nodatum_group",-2.46114844964931,-1.0632183910512,-2.30933070720966,-0.770938854880818,-1.58493713956534,-0.101992050741093,-1.30551484758662,-0.0706462643788263,0.0148191769278661,0.289156261939798,0.0221139788505824,0.441807087041976,0.114895319415176,0.918887580184315,0.193627461568857,0.943769772549205,0.294531141441339,0.652232383111997,0.305749794542836,0.709568957976507,0.654128269696307,0.965982511566446,0.832589932494211,0.977585627591685
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--s__uncultured_bacterium",-0.367636435327843,-1.05030970101127,-0.631532273498649,-1.40210963552107,-0.65062502820574,-1.22623294042536,-0.705003976920156,-0.396014727508911,0.713588585033997,0.295032306256227,0.528530972147146,0.162695186780121,0.51619353280118,0.221868777679386,0.481852348515002,0.692635269881829,0.942180384632749,0.652529342967401,0.914145098599753,0.481851724961237,0.94877591409675,0.663026878237942,0.94213480324154,0.863756924793811
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--__",1.83797464082495,-1.04486023337404,1.66635322258085,-1.31667647649514,1.53087398768437,-0.689741503964559,1.19629132319298,-0.651847314284808,0.0677615623562622,0.297536964560607,0.0974631336080941,0.189709015815372,0.127715521907883,0.491331590117416,0.233386388383119,0.515458892382669,0.448920350610237,0.652529342967401,0.510302265752177,0.49536688124211,0.655057031721079,0.76398713072526,0.837768464465458,0.750485280044082
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--__--__",1.83797464082495,-1.04486023337404,1.66635322258085,-1.31667647649514,1.53087398768437,-0.689741503964559,1.19629132319298,-0.651847314284808,0.0677615623562622,0.297536964560607,0.0974631336080941,0.189709015815372,0.127715521907883,0.491331590117416,0.233386388383119,0.515458892382669,0.448920350610237,0.652529342967401,0.510302265752177,0.49536688124211,0.655057031721079,0.76398713072526,0.837768464465458,0.750485280044082
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__uncultured",-0.671338928849878,-1.00614971088524,-0.538433019544413,-1.361006684436,-0.282496999016574,-1.19019525634605,0.0598055201824269,-0.522551077871633,0.502889827303056,0.315740700402329,0.590974253138559,0.175302492022451,0.777916504781033,0.235689688618025,0.952386587189236,0.602027997290881,0.903703808335602,0.673862702872084,0.916503932531163,0.492358125838216,0.94877591409675,0.663026878237942,0.974817410519866,0.807784401428271
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__uncultured--s__uncultured_organism",-1.79858735285827,-0.982770875354581,-1.77796479708994,-0.927789552519506,-2.24149146338383,-1.4623075910679,-2.79254906377218,-1.77932828632368,0.0738073410078419,0.327084752124426,0.077176459692321,0.354824449877265,0.0263276678426744,0.14557058697675,0.0058799277503203,0.0771331129414577,0.465858693071329,0.688144009898152,0.510302265752177,0.656529386387363,0.406800620467254,0.556424092198611,0.279012383175234,0.410163274922676
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__uncultured",-1.79858735285827,-0.979030454140759,-1.77796479708994,-0.922275781182879,-2.24149146338383,-1.45717573746506,-2.79254906377218,-1.77721527184176,0.0738073410078419,0.328924180831821,0.077176459692321,0.35768417000984,0.0263276678426744,0.146979948882652,0.0058799277503203,0.0774814358972705,0.465858693071329,0.688144009898152,0.510302265752177,0.656529386387363,0.406800620467254,0.556424092198611,0.279012383175234,0.410163274922676
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-014--__",-1.17069361477925,-0.872447124965373,-1.0334818047588,-0.742714314717546,-0.633772659708861,-0.519112737448781,-0.504168706647057,-0.325550216586331,0.243313636643444,0.384166822820311,0.302829408099772,0.458673729816223,0.527106778177223,0.604381948322274,0.614849618982803,0.745200924898976,0.690836932612636,0.728917019895747,0.694920288585999,0.709830661881292,0.94877591409675,0.811922256048908,0.94213480324154,0.877879091730843
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--__",-0.685046600205153,-0.872253476582912,-1.09767867810326,-1.08904419764595,-1.03208831189273,-0.487816098066394,-1.10257511327275,-0.780273286252573,0.494220873710964,0.384272138893023,0.273879118992121,0.277666806084642,0.303541167391944,0.62633161586923,0.271898986958808,0.436412340944467,0.903703808335602,0.728917019895747,0.692804565910114,0.583925429640773,0.927489762121742,0.82988939102673,0.864885422506212,0.739985227664106
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales",-1.60158538733243,-0.857822557140768,-1.54447344856179,-1.22217258583235,-0.591991191933133,-1.26942288820003,0.104890552085795,-1.12729595825104,0.111050884704646,0.392170490130849,0.124311567606197,0.223324360541427,0.554666782571024,0.206088722207042,0.916596539903371,0.26134830188283,0.517744850821231,0.728917019895747,0.524109770601009,0.52605293816425,0.94877591409675,0.663026878237942,0.974817410519866,0.627172971265215
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII",-2.42668873121997,-0.856708509909572,-2.5112734502099,-0.737119953608527,-1.94896382767535,-0.142219246096004,-1.89865701591188,-0.212736907770859,0.0162517727313995,0.392784334262584,0.0129516324432547,0.462059581790653,0.0529956417242122,0.887081396547705,0.0594442058681981,0.831809912982021,0.304003748740296,0.728917019895747,0.242271712762059,0.709830661881292,0.459009988746804,0.964864622335289,0.555978160767264,0.905875179206448
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium",-1.7220758971986,-0.855529066500252,-1.65678276994456,-1.22473689479858,-0.700532702359939,-1.29958676383693,-0.0171552615402355,-1.18054662460402,0.0868226175561932,0.393434851660162,0.0993864246328711,0.222358838116453,0.484581339527815,0.195566440141017,0.986334534807582,0.239579766307351,0.493028435408383,0.728917019895747,0.510302265752177,0.52605293816425,0.94877591409675,0.663026878237942,0.98944600021707,0.609038399641483
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium--__",-1.7220758971986,-0.842552178831457,-1.65678276994456,-1.21074306286774,-0.700532702359939,-1.29195769473774,-0.0171552615402355,-1.17299329701604,0.0868226175561932,0.400635580716146,0.0993864246328711,0.227664641397673,0.484581339527815,0.198189428660476,0.986334534807582,0.242586449998804,0.493028435408383,0.728917019895747,0.510302265752177,0.532333499738675,0.94877591409675,0.663026878237942,0.98944600021707,0.609038399641483
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__",-0.078283058464463,-0.841659960023327,-0.187728531661606,-0.899679851842168,-0.376760831382437,-1.07619962247354,-0.111936148430071,-0.874533504077551,0.937692330773655,0.401133580131307,0.851310744354037,0.369555849570245,0.706835427104116,0.283418612132961,0.911017017971892,0.38317216372102,0.993059764925698,0.728917019895747,0.969007959568816,0.656529386387363,0.94877591409675,0.663026878237942,0.974817410519866,0.711862050898725
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__",-0.078283058464463,-0.841659960023327,-0.187728531661606,-0.899679851842168,-0.376760831382437,-1.07619962247354,-0.111936148430071,-0.874533504077551,0.937692330773655,0.401133580131307,0.851310744354037,0.369555849570245,0.706835427104116,0.283418612132961,0.911017017971892,0.38317216372102,0.993059764925698,0.728917019895747,0.969007959568816,0.656529386387363,0.94877591409675,0.663026878237942,0.974817410519866,0.711862050898725
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__--__",-0.078283058464463,-0.841659960023327,-0.187728531661606,-0.899679851842168,-0.376760831382437,-1.07619962247354,-0.111936148430071,-0.874533504077551,0.937692330773655,0.401133580131307,0.851310744354037,0.369555849570245,0.706835427104116,0.283418612132961,0.911017017971892,0.38317216372102,0.993059764925698,0.728917019895747,0.969007959568816,0.656529386387363,0.94877591409675,0.663026878237942,0.974817410519866,0.711862050898725
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae",-1.79291758490858,-0.82488678918008,-1.71760533733273,-1.18798609035489,-0.7331785111044,-1.27112911308063,-0.0585824768080935,-1.13946637378494,0.0747131866246471,0.410565280102306,0.0876683977678214,0.236486301753827,0.464489933102205,0.205482667612056,0.953359165634208,0.256255291036329,0.465858693071329,0.736047223709348,0.510302265752177,0.54892440845049,0.94877591409675,0.663026878237942,0.974817410519866,0.622054828622539
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae",-1.44801035186453,-0.798517467578871,-1.10415445600387,-0.4977358363271,-1.44295900081923,-1.052435608104,-0.982756722036181,-0.676180077937722,0.149403364222486,0.425658803824472,0.271068429341454,0.619309711102078,0.150927750805825,0.294147925096139,0.327239216070627,0.499927569045657,0.546095055433915,0.736047223709348,0.692804565910114,0.778827597714815,0.749922261816441,0.67294273511203,0.903272733944688,0.749837522462659
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae--g__Bacteroides--__",-0.345534893373697,-0.796384480419076,-0.0388498397124215,-0.481448347430419,-0.465464352595836,-0.961847094570973,-0.52572548577244,-0.766178914871209,0.730107282267561,0.426893823348242,0.969055164160752,0.63081341263459,0.642212731072079,0.337542431232222,0.599820715497486,0.444727646282733,0.942180384632749,0.736047223709348,0.989803132481253,0.778827597714815,0.94877591409675,0.678745012918443,0.94213480324154,0.739985227664106
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales",0.156468478434045,-0.795951948946235,0.036566127394357,-0.803445864373601,0.0951815803170518,-0.32206638286144,0.351403633149464,-0.450980822319367,0.875844123344954,0.427144519779211,0.970873355433956,0.422832481952407,0.924286095799058,0.74781256932436,0.725756702891744,0.652629607246086,0.993059764925698,0.736047223709348,0.989803132481253,0.696687716377541,0.982120528283545,0.905090332197864,0.967645755779071,0.85832671842076
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Roseburia",-0.629241548690196,-0.795679585401254,-0.500933119774584,-0.629093994520823,-0.573746518739751,-0.757470023201219,-0.772759837408507,-0.742426051753421,0.530011493281223,0.427302426825853,0.617058639558663,0.530127027558762,0.566920577616265,0.449855281621341,0.440826332795812,0.458945668453773,0.903703808335602,0.736047223709348,0.916503932531163,0.777927100784802,0.94877591409675,0.745072747796388,0.9224676382307,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Roseburia--__",-0.629241548690196,-0.795679585401254,-0.500933119774584,-0.629093994520823,-0.573746518739751,-0.757470023201219,-0.772759837408507,-0.742426051753421,0.530011493281223,0.427302426825853,0.617058639558663,0.530127027558762,0.566920577616265,0.449855281621341,0.440826332795812,0.458945668453773,0.903703808335602,0.736047223709348,0.916503932531163,0.777927100784802,0.94877591409675,0.745072747796388,0.9224676382307,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Megasphaera--__",-1.20993254868606,-0.792632775769846,-1.34748129898765,-0.859057327771732,-1.73336011137538,-1.15905057359708,-2.19442710754246,-1.49510320675992,0.227936604263773,0.429071199358106,0.179597592541826,0.391511521461787,0.0848998019872924,0.248120410876386,0.0296737790058273,0.136907664560649,0.67114666811,0.736047223709348,0.595218021084561,0.676634042526349,0.623580886829129,0.663026878237942,0.435053182171374,0.51993789835443
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--s__uncultured_bacterium",-0.54046421985157,-0.73112127281474,-0.58418266240592,-0.814380953525816,-0.78246150646496,-0.987418631210744,-1.39690169956519,-1.51638339917277,0.589564118354693,0.465688490164719,0.559862818615845,0.416559410552329,0.435064893972108,0.324892003871956,0.164414498882676,0.131446185225076,0.915335264728371,0.7517205069664,0.914145098599753,0.689926523727295,0.94877591409675,0.678745012918443,0.804366317610628,0.516422095569753
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-004",0.456138418549287,-0.682464844851771,0.582825761854199,-0.367152467956883,0.286235671351754,-0.23379692577168,0.254736664553342,-0.239021873824755,0.648856002011522,0.495852612316284,0.560773920198737,0.71395925723698,0.775056691488098,0.815434225418274,0.799259861263883,0.811402347317334,0.921405310748665,0.753292133584509,0.914145098599753,0.809757632936375,0.94877591409675,0.941038520052736,0.974817410519866,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Candidatus_Stoquefichus--__",-0.254111370364027,-0.663046929706149,-0.14834780289329,-0.478983693398933,-0.486569284820944,-0.747224432075563,-0.485236119144586,-0.745730472624946,0.799707845899716,0.508177913219845,0.882242065503632,0.632562157038304,0.627209261659662,0.455998085261691,0.628185269234058,0.456952432181608,0.981880675660655,0.753292133584509,0.971593788948509,0.778827597714815,0.94877591409675,0.745072747796388,0.94213480324154,0.739985227664106
